shop                                                        ,datetime            ,price_reg ,price_promo ,article ,name                                                                                            ,category_path
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:30 ,     1059 ,       1059 ,в110042 ,"Водка ""Jinro"" Grapefruit Soju,  0.75 л"                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:31 ,      345 ,        345 ,в105704 ,"Пиво ""Синяя Борода"" Дюббель,  0.75 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:37 ,      222 ,        222 ,в120028 ,"Пиво ""Синяя Борода"" Дюббель,  375 мл"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:38 ,      262 ,        262 ,в228677 ,"Аперитив ""Стан"" Соджу Зеленый виноград,  375 мл"                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:37 ,      345 ,        345 ,в105706 ,"Пиво Василеостровская Пивоварня, Тройной пшеничный эль,  0.75 л"                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:42 ,      225 ,        225 ,в120029 ,"Пиво ""Василеостровское"" Тройной пшеничный эль,  375 мл"                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:43 ,      126 ,        126 ,в231054 ,"Подарочная упаковка Bag for 1 bottle of wine, Yellow Flowers "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:43 ,     2028 ,       2028 ,в162055 ,"Вино ""Feral Roots"" Zinfandel "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:48 ,      302 ,        302 ,в228678 ,"Аперитив ""Стан"" Соджу Персик,  375 мл"                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:29 ,      366 ,        366 ,в200242 ,"Сидр ""Alska"" Peach, Mango & Lime, in can,  0.33 л"                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:30 ,     1150 ,       1150 ,в163523 ,"Водка Стрижамент, Самогон крафтовый ""Айвовый"",  0.5 л"                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:32 ,     2050 ,       2050 ,в61695  ,"Портвейн ""Valdouro"" Ruby Porto "                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:34 ,     1006 ,       1006 ,в38044  ,"Водка Hitejinro, Chamisul Fresh Soju,  360 мл"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:36 ,      406 ,        406 ,в120291 ,"Сидр Василеостровская Пивоварня, Сидр Полусладкий,  0.75 л"                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:02 ,      262 ,        262 ,в231099 ,"Аперитив ""Стан"" Соджу Слива,  375 мл"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:33 ,     2523 ,       2523 ,в217934 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019 "                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:20 ,     1483 ,       1483 ,в237403 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019,  375 мл"                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:22 ,    11649 ,      11649 ,в206725 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019,  3 л"                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:47 ,     5920 ,       5920 ,в206724 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019,  1.5 л"                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:48 ,     4706 ,       4706 ,в230596 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019, gift box,  1.5 л"                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:50 ,    24899 ,      24899 ,в211130 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019, wooden box,  5 л"                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:10 ,   114472 ,     114472 ,в230597 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019, wooden box,  15 л"                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:12 ,    11649 ,      11649 ,в212183 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2019, wooden box,  3 л"                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:07 ,      196 ,        196 ,в202645 ,"Виски ""Fowler's"" Grain,  50 мл"                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:15 ,      802 ,        802 ,в140253 ,"Виски ""Fowler's"" Grain,  0.5 л"                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:50 ,      143 ,        143 ,в191004 ,"Виски ""Fowler's"" Grain,  100 мл"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:26 ,      275 ,        275 ,в191005 ,"Виски ""Fowler's"" Grain,  250 мл"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:27 ,     1135 ,       1135 ,в191006 ,"Виски ""Fowler's"" Grain,  1 л"                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:59 ,      266 ,        266 ,в232257 ,"Виски ""Fowler's"" Grain,  200 мл"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:17 ,      779 ,        779 ,в246465 ,"Виски ""Fowler's"" Grain,  0.7 л"                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
